"fetched_at_utc","station_id","name","lat","lon","capacity","address","post_code","region_id"
"2026-08-26T04:40:16","PIB:Station:1697","Inselgasse - Bern",46.946884,7.4458294,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1698","Rathausgasse - Bern",46.948475,7.450536,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1703","Depotstrasse - Bern",46.950104,7.4283705,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1704","Bühlstrasse Uni - Bern",46.95148,7.430385,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1705","Pauluskirche - Bern",46.952686,7.4299874,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1706","Muesmatt Uni - Bern",46.953403,7.4285574,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1707","Waldheimstrasse - Bern",46.953915,7.4267397,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1708","Hochschulzentrum von Roll - Bern",46.953438,7.4239297,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1710","Hauptgebäude Uni - Bern",46.95066,7.437039,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1711","UniS - Bern",46.950336,7.4352927,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1712","Erlachstrasse - Bern",46.95155,7.4345326,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1713","Hallerstrasse - Bern",46.952454,7.4354215,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1714","Mittelstrasse Süd - Bern",46.95342,7.432825,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1715","Mittelstrasse - Bern",46.95473,7.433391,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1716","Unitobler Ost - Bern",46.954144,7.430703,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1717","Unitobler West - Bern",46.954514,7.4294934,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1718","Neufeldstrasse - Bern",46.956543,7.431772,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1719","Hochfeldstrasse - Bern",46.955605,7.428041,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1720","Fabrikstrasse - Bern",46.956024,7.425828,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1721","Zähringerstrasse - Bern",46.953648,7.4372435,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1722","Mittelstrasse Uni - Bern",46.95578,7.435263,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1723","Neubrückstrasse - Bern",46.95691,7.437657,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1724","Post CH AG – IT Services - Bern",46.957527,7.4405737,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1725","Neufeldstrasse Ost - Bern",46.958145,7.4349813,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1726","Freies Gymnasium - Bern",46.95933,7.4349074,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1727","Innere Enge - Bern",46.961685,7.439614,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1728","Murtenstrasse Forsthaus - Bern",46.95168,7.416571,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1729","Rossfeldstrasse - Bern",46.97178,7.4456005,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1730","Bahnhof Tiefenau - Bern",46.972908,7.4507337,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1731","Tiefenau - Bern",46.974842,7.453274,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1732","Stadtbachstrasse - Bern",46.9491,7.4332767,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1733","Studerstrasse - Bern",46.965935,7.4416056,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1734","Felsenaustrasse - Bern",46.972366,7.4420824,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1735","Fährstrasse - Bern",46.975506,7.4416814,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1736","Gymnasium Neufeld - Bern",46.958847,7.429207,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1739","Schwimmhalle Neufeld - Bern",46.960796,7.433963,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1743","Engehalde - Bern",46.9566,7.4402156,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1744","Marzilibahn - Bern",46.94467,7.443264,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1745","Brückenstrasse BFH - Bern",46.94272,7.441027,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1746","Marzilibad - Bern",46.942142,7.442515,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1747","Dampfzentrale - Bern",46.94069,7.4431486,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1748","Maulbeerstrasse - Bern",46.94654,7.4356613,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1749","Kocherpark - Bern",46.946026,7.4332137,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1750","Kapellenstrasse BFF - Bern",46.944218,7.436674,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1751","Monbijoustrasse - Bern",46.941032,7.4359164,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1752","Monbijoubrücke - Bern",46.93965,7.440236,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1753","Wabernstrasse - Bern",46.938953,7.4375334,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1754","Wander - Bern",46.93719,7.4360867,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1755","Landoltstrasse - Bern",46.93718,7.439398,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1756","Friedheimweg - Bern",46.936443,7.437876,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1757","Schöneggweg - Bern",46.93454,7.44193,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1758","Haslerstrasse - Bern",46.94508,7.432452,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1759","Eigerplatz Nord - Bern",46.94166,7.431887,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1760","Eigerplatz Süd - Bern",46.940014,7.431781,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1761","Beaumontweg - Bern",46.939087,7.428638,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1762","Beaumont - Bern",46.937107,7.432238,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1763","Bahnhof Weissenbühl - Bern",46.936016,7.4300632,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1764","Zieglerspital - Bern",46.93202,7.4330454,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1765","Schule Brunnmatt - Bern",46.945805,7.4270434,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1766","Cäcilienplatz - Bern",46.94167,7.425978,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1767","Fischermätteli - Bern",46.940598,7.4187355,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1768","Kirchbergerstrasse - Bern",46.938847,7.4210806,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1769","Sporthalle Weissenstein - Bern",46.937103,7.4178247,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1770","Friedbühlstrasse - Bern",46.94801,7.4218926,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1771","Loryplatz - Bern",46.94467,7.4223027,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1772","Schenkstrasse - Bern",46.945877,7.4154887,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1773","Stämpflistrasse - Bern",46.94325,7.4146013,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1774","Steigerhubel - Bern",46.944027,7.412034,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1775","Europaplatz Süd - Bern",46.9436,7.407175,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1776","Zieglerstrasse - Bern",46.94297,7.430233,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1777","Murtenstrasse Sanpol - Bern",46.950302,7.4145646,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1778","Schwarztorstrasse - Bern",46.944607,7.429096,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1779","Seilerstrasse - Bern",46.945595,7.434686,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1780","Insel Haupteingang - Bern",46.947556,7.426697,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1781","Kleine Schanze - Bern",46.945976,7.4394174,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1782","Insel West - Bern",46.946545,7.420781,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1784","Weberstrasse - Bern",46.939865,7.425097,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1785","Güterstrasse - Bern",46.947525,7.4168797,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1786","Velostation Welle 7 - Bern",46.94779,7.4363356,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1790","Lorystrasse - Bern",46.945095,7.418358,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1791","Dübystrasse - Bern",46.936436,7.4247994,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1792","Landhausweg - Bern",46.935837,7.4327044,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1793","Roschistrasse - Bern",46.93498,7.438808,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1799","Steigerhubelstrasse - Bern",46.946167,7.4114184,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1800","Goumoensstrasse - Bern",46.93465,7.4313188,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1801","Los Lorentes Residences - Bern",46.948677,7.4081635,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1803","Guisanplatz - Bern",46.958717,7.4646416,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1804","Rosengarten Ost - Bern",46.95206,7.4615755,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1805","Ostermundigerstrasse - Bern",46.952507,7.467395,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1806","Zentweg - Bern",46.95548,7.4769044,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1807","Bärenpark - Bern",46.94787,7.4598913,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1808","Schule Laubegg - Bern",46.94713,7.465731,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1809","Giacomettistrasse - Bern",46.94581,7.4729347,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1810","Egelgasse-Ostring - Bern",46.943806,7.469424,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1811","Spital Sonnenhof - Bern",46.9432,7.4735436,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1812","Helvetiaplatz - Bern",46.943993,7.449697,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1813","Museen Bernastrasse - Bern",46.94138,7.448788,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1814","Nationalbibliothek - Bern",46.941257,7.45071,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1815","Anshelmstrasse - Bern",46.938965,7.4476523,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1816","Jubiläumsplatz - Bern",46.940178,7.453041,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1817","Ka-We-De - Bern",46.935627,7.44591,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1818","Dählhölzli - Bern",46.933643,7.4482503,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1819","Luisenstrasse - Bern",46.94235,7.4527755,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1820","Seminarstrasse - Bern",46.94273,7.4595447,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1821","Böcklinstrasse - Bern",46.941624,7.463198,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1822","Jolimontstrasse - Bern",46.94155,7.4708853,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1823","Ringoltingenstrasse - Bern",46.93667,7.467993,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1824","Egghölzli - Bern",46.936634,7.4758286,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1825","Elfenau - Bern",46.93336,7.4663825,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1826","Zentrum Paul Klee - Bern",46.95099,7.472621,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1827","Egelsee - Bern",46.943535,7.46329,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1828","Thunplatz - Bern",46.9403,7.458606,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1829","Wittigkofen - Bern",46.938446,7.4807897,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1830","Burgernziel - Bern",46.941475,7.46644,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1831","Elfenauweg - Bern",46.939457,7.4697275,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1832","Mittelholzerstrasse - Bern",46.95907,7.4777536,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1833","Weltistrasse - Bern",46.94612,7.475814,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1834","Obere Zollgasse - Bern",46.946857,7.483653,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1835","Swiss Prime Site Immobilien AG - Bern",46.938747,7.4752083,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1840","Liebeggweg - Bern",46.94475,7.4606833,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1841","Kollerweg - Bern",46.943863,7.455008,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1842","Brunnadernstrasse - Bern",46.940506,7.4631896,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1844","Bernexpo - Bern",46.961052,7.465428,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1845","Manuelstrasse - Bern",46.93333,7.471794,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1846","UPZ Restaurant - Bern",46.96629,7.4831877,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1847","UPZ - Bern",46.965282,7.481025,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1848","Libellenweg - Bern",46.95453,7.4742894,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1849","Lorrainebrücke - Bern",46.95434,7.4453483,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1850","Dammweg TX Group AG - Bern",46.955917,7.4467797,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1851","Quartiergasse - Bern",46.95801,7.4449573,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1852","Römerweg - Bern",46.958252,7.4475737,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1853","SBB Wylerpark - Bern",46.96131,7.4466596,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1854","Wyleregg - Bern",46.960354,7.448583,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1855","Wylerbad - Bern",46.96503,7.4514623,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1856","Breitfeld - Bern",46.961964,7.4529624,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1857","Markuskirche - Bern",46.96351,7.4555163,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1858","Wankdorffeldstrasse - Bern",46.965027,7.4589906,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1859","Kursaal - Bern",46.952526,7.4498353,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1860","Viktoriaplatz - Bern",46.955166,7.4518366,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1861","Schule Spitalacker - Bern",46.95583,7.452994,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1862","Breitenrainstrasse  - Bern",46.957348,7.4514375,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1863","Breitenrainplatz - Bern",46.95793,7.45376,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1864","Allmendstrasse - Bern",46.959347,7.4518027,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1865","Stauffacherplatz - Bern",46.960117,7.454339,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1866","Tellplatz - Bern",46.961857,7.459266,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1867","Schönburg - Bern",46.95382,7.45818,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1868","Kasernenstrasse - Bern",46.95495,7.4598145,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1869","Kasernenwiese - Bern",46.958595,7.4569297,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1870","Tellstrasse - Bern",46.960327,7.4614544,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1871","Stadion Wankdorf - Bern",46.962734,7.462758,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1872","Sporthalle Wankdorf - Bern",46.96448,7.466948,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1873","Bahnhof Wankdorf Süd  - Bern",46.966583,7.4639626,80,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1874","Bahnhof Wankdorf Nord - Bern",46.9679,7.4652033,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1875","Stauffacherstrasse - Bern",46.966248,7.455832,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1876","Altenbergstrasse - Bern",46.95052,7.4515915,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1877","Salem-Spital - Bern",46.952698,7.454582,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1878","Dändlikerweg - Bern",46.964798,7.44842,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1879","Greyerzstrasse - Bern",46.955406,7.448853,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1880","Wyttenbachstrasse - Bern",46.95401,7.446931,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1882","Wylerringstrasse - Bern",46.963005,7.4498057,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1883","Jaunweg - Bern",46.967163,7.450031,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1885","Rabbentalstrasse - Bern",46.9522,7.4474373,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1886","Lagerweg - Bern",46.956493,7.4454317,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1887","Grimselstrasse - Bern",46.963017,7.4454265,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1888","SBB Hilfikerstrasse - Bern",46.96845,7.4624267,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1889","Weyermannshaus Bad - Bern",46.947742,7.4035697,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1890","Bahnhof Stöckacker - Bern",46.946663,7.400752,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1891","Bethlehem Säge - Bern",46.947063,7.3957644,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1892","Bethlehem Kirche - Bern",46.949066,7.3933387,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1893","Melchiorstrasse - Bern",46.952374,7.3914895,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1894","Tscharnergut - Bern",46.948975,7.3882294,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1895","Fellerstrasse - Bern",46.946945,7.388947,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1896","Holenacker - Bern",46.94862,7.3827505,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1901","Bethlehemstrasse  - Bern",46.94425,7.399471,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1902","Schwabstrasse - Bern",46.943817,7.3955793,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1903","Schwabgut - Bern",46.94547,7.3928075,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1904","Bahnhof Bümpliz Nord - Bern",46.94564,7.390081,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1905","Brünnenstrasse - Bern",46.942787,7.3870745,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1906","Stapfenacker - Bern",46.943924,7.385305,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1907","Kirche St. Antonius - Bern",46.93992,7.3950324,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1908","Bümpliz Post - Bern",46.941723,7.3930044,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1909","Bümplizstrasse Fussgängerzone - Bern",46.94179,7.390651,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1910","Bachmätteli - Bern",46.939484,7.389994,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1911","Statthalterstrasse - Bern",46.939358,7.3863864,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1912","Kleefeld - Bern",46.937206,7.3872266,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1914","Bahnhof Bümpliz Süd - Bern",46.937897,7.3954725,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1915","Weidgasse - Bern",46.935852,7.390351,50,NA,NA,"PIB:Region:44"
"2026-08-26T04:40:16","PIB:Station:1916","Waldmannstrasse - Bern",46.9473,7.393213,50,NA,NA,"PIB:Region:44"
